run_id,task_id,model_label,condition,correct,misread,abstain,arm,numeric_verdict,extracted_nM,answer_nM,trap_nM,n_tool_calls,n_retries,total_tokens,latency_total,answer_empty,answer_tail
t_u20_CHEMBL2889_CHEMBL2134350.units_off.qwen3.6-35b-a3b.r0.b1dd6b77,t_u20_CHEMBL2889_CHEMBL2134350,qwen3.6-35b-a3b,units_off,False,True,False,treat,trap,49.5,49500.0,49.5,1,0,34959,4.358057187870145,False,""")` and the question asks for the IC50 in nanomolar (nM), the value 49.5 is the IC50 expressed in nM. **Answer: The IC50 of compound CHEMBL2134350 is 49.5 nM.**"
t_u20_CHEMBL2889_CHEMBL1717611.units_on.qwen3.6-35b-a3b.r0.c5e1c081,t_u20_CHEMBL2889_CHEMBL1717611,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35319,4.203780287876725,False,"* shows: - **IC50 = 80.0 uM** To express this in nanomolar (nM), multiply by 1,000: **80.0 uM = 80,000 nM** The IC50 of compound CHEMBL1717611 is **80,000 nM**."
t_u20_CHEMBL2889_CHEMBL1717611.units_off.qwen3.6-35b-a3b.r0.f2aa6f18,t_u20_CHEMBL2889_CHEMBL1717611,qwen3.6-35b-a3b,units_off,False,True,False,treat,trap,80.0,80000.0,80.0,3,0,73425,11.686035392805934,False,"uM"" units, and that 80.0 nM is a standard reported IC50 value (representing the lower bound of activity), the IC50 of compound **CHEMBL1717611** is: **80.0 nM**"
t_u20_CHEMBL2889_CHEMBL3193692.units_on.qwen3.6-35b-a3b.r0.4da3b753,t_u20_CHEMBL2889_CHEMBL3193692,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,38500.0,38500.0,38.5,1,0,35339,4.3289404939860106,False,"ts with: - **IC50 = 38.5 uM** To express this in nanomolar (nM), multiply by 1,000: **38.5 uM = 38,500 nM** The IC50 of compound CHEMBL3193692 is **38,500 nM**."
t_u20_CHEMBL2889_CHEMBL3193692.units_off.qwen3.6-35b-a3b.r0.95483d08,t_u20_CHEMBL2889_CHEMBL3193692,qwen3.6-35b-a3b,units_off,False,True,False,treat,trap,38.5,38500.0,38.5,1,0,35009,4.652973111718893,False,"IC50 in nM (38.5 nM = 0.0385 µM, which would be unusually low if it were in µM), and the question specifically asks for the nM value, the answer is: **38.5 nM**"
t_u20_CHEMBL2889_CHEMBL1389592.units_on.qwen3.6-35b-a3b.r0.7cee6347,t_u20_CHEMBL2889_CHEMBL1389592,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35321,4.16657367348671,False,"HEMBL1389592** shows: - **IC50 = 80.0 uM** To express this in nanomolar (nM), convert: - 1 uM = 1,000 nM - 80.0 uM × 1,000 = **80,000 nM** **Answer: 80,000 nM**"
t_u20_CHEMBL2889_CHEMBL1389592.units_off.qwen3.6-35b-a3b.r0.8bd0c930,t_u20_CHEMBL2889_CHEMBL1389592,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,80000.0,80000.0,80.0,13,1,396386,56.441421398893,False,"wer: 80000 nM** This is based on the ChEMBL RDF database, where the standard value (normalized to nM) for CHEMBL1389592 against target CHEMBL2889 is 80000.0 nM."
t_u20_CHEMBL2889_CHEMBL1373331.units_on.qwen3.6-35b-a3b.r0.2626bdca,t_u20_CHEMBL2889_CHEMBL1373331,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,65000.0,65000.0,65.0,1,0,35319,4.207540379837155,False,"* shows: - **IC50 = 65.0 uM** To express this in nanomolar (nM), multiply by 1,000: **65.0 uM = 65,000 nM** The IC50 of compound CHEMBL1373331 is **65,000 nM**."
t_u20_CHEMBL2889_CHEMBL1373331.units_off.qwen3.6-35b-a3b.r0.1188c0a3,t_u20_CHEMBL2889_CHEMBL1373331,qwen3.6-35b-a3b,units_off,False,True,False,treat,trap,65.0,65000.0,65.0,7,0,152700,23.73294443078339,False,"and the query was designed to return values in those units, the IC50 of CHEMBL1373331 is **65.0 nM**. **Answer: The IC50 of compound CHEMBL1373331 is 65.0 nM.**"
t_u20_CHEMBL2889_CHEMBL1507511.units_on.qwen3.6-35b-a3b.r0.caf0a0de,t_u20_CHEMBL2889_CHEMBL1507511,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,12900.0,12900.0,12.9,1,0,35399,4.679492738097906,False,"nanomolar (nM), convert: - 12.9 uM × 1,000 = **12,900 nM** **Answer: The IC50 of CHEMBL1507511 is 12,900 nM** (12.9 uM, as reported in the ChEMBL RDF database)."
t_u20_CHEMBL2889_CHEMBL1507511.units_off.qwen3.6-35b-a3b.r0.1acaa339,t_u20_CHEMBL2889_CHEMBL1507511,qwen3.6-35b-a3b,units_off,False,True,False,treat,trap,12.9,12900.0,12.9,1,0,34959,4.444685367867351,False,""")` and the question asks for the IC50 in nanomolar (nM), the value 12.9 is the IC50 expressed in nM. **Answer: The IC50 of compound CHEMBL1507511 is 12.9 nM.**"
t_u20_CHEMBL2889_CHEMBL598477.units_on.qwen3.6-35b-a3b.r0.34faa781,t_u20_CHEMBL2889_CHEMBL598477,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,7640.0,7640.0,7.64,1,0,35313,4.2057816702872515,False,"77** shows: - **IC50 = 7.64 µM** To express this in nanomolar (nM), multiply by 1,000: **7.64 µM = 7,640 nM** The IC50 of compound CHEMBL598477 is **7,640 nM**."
t_u20_CHEMBL2889_CHEMBL598477.units_off.qwen3.6-35b-a3b.r0.4e9ced41,t_u20_CHEMBL2889_CHEMBL598477,qwen3.6-35b-a3b,units_off,False,True,False,treat,trap,7.64,7640.0,7.64,1,0,35026,4.763572873547673,False,"he IC50 value. Given the context of the query filtering for nM units, the value **7.64** is in **nM**. **Answer: The IC50 of compound CHEMBL598477 is 7.64 nM.**"
t_u20_CHEMBL2889_CHEMBL1378869.units_on.qwen3.6-35b-a3b.r0.22f53098,t_u20_CHEMBL2889_CHEMBL1378869,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35304,4.145924577489495,False,"s, the entry for **CHEMBL1378869** shows: - **IC50 = 80.0 uM** To express this in nanomolar (nM), convert: 80.0 uM × 1,000 = **80,000 nM** **Answer: 80,000 nM**"
t_u20_CHEMBL2889_CHEMBL1378869.units_off.qwen3.6-35b-a3b.r0.3a28b615,t_u20_CHEMBL2889_CHEMBL1378869,qwen3.6-35b-a3b,units_off,False,True,False,treat,trap,80.0,80000.0,80.0,5,0,112605,15.85050155594945,False,"L1378869 expressed in nanomolar (nM) is: **80.0 nM** This is the IC50 value for CHEMBL1378869 against target CHEMBL2889, as reported in the ChEMBL RDF database."
t_u20_CHEMBL2889_CHEMBL1425646.units_on.qwen3.6-35b-a3b.r0.13a6425f,t_u20_CHEMBL2889_CHEMBL1425646,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35375,4.501870395615697,False," | CHEMBL1425646 | 80.0 | uM | To express this in nanomolar (nM), convert: - 80.0 µM × 1,000 = **80,000 nM** **Answer: The IC50 of CHEMBL1425646 is 80,000 nM.**"
t_u20_CHEMBL2889_CHEMBL1425646.units_off.qwen3.6-35b-a3b.r0.4623f87f,t_u20_CHEMBL2889_CHEMBL1425646,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,80000.0,80000.0,80.0,6,0,132438,20.20955757237971,False,"000 nM** This is also confirmed by the `standardValue` field (80000.0) with `standardUnits` = ""nM"". **Answer: The IC50 of compound CHEMBL1425646 is 80,000 nM.**"
t_u20_CHEMBL2889_CHEMBL1436698.units_on.qwen3.6-35b-a3b.r0.1bcf2432,t_u20_CHEMBL2889_CHEMBL1436698,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,54200.0,54200.0,54.2,1,0,35340,4.321903873234987,False,"with: - **IC50 = 54.2 uM** To express this in nanomolar (nM), multiply by 1,000: **54.2 uM = 54,200 nM** So the IC50 of compound CHEMBL1436698 is **54,200 nM**."
t_u20_CHEMBL2889_CHEMBL1436698.units_off.qwen3.6-35b-a3b.r0.868973e0,t_u20_CHEMBL2889_CHEMBL1436698,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,54200.0,54200.0,54.2,8,0,177093,23.308643776923418,False,"dValue`/`standardUnits` fields give the value already standardized to nM: **54200.0 nM**. The answer is: **54200 nM** (or 54.2 μM, which converts to 54,200 nM)."
t_u20_CHEMBL2889_CHEMBL2138402.units_on.qwen3.6-35b-a3b.r0.d1d71857,t_u20_CHEMBL2889_CHEMBL2138402,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35410,4.749354537576437,False,"for this target (CHEMBL2889) in the ChEMBL RDF graph are stored in micromolar (uM), not nanomolar. There are no nM entries for CHEMBL2138402 in this result set."
t_u20_CHEMBL2889_CHEMBL2138402.units_off.qwen3.6-35b-a3b.r0.f8a64c0e,t_u20_CHEMBL2889_CHEMBL2138402,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,80000.0,80000.0,80.0,4,0,93044,13.733391877263784,False,"0 nM** This is confirmed by the `standardValue` of 80000.0 with `standardUnits` of ""nM"". **Answer: The IC50 of compound CHEMBL2138402 is 80,000 nM (or 80 uM).**"
t_u20_CHEMBL2889_CHEMBL1303009.units_on.qwen3.6-35b-a3b.r0.f0792c34,t_u20_CHEMBL2889_CHEMBL1303009,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35304,7.556988622993231,False,"s, the entry for **CHEMBL1303009** shows: - **IC50 = 80.0 uM** To express this in nanomolar (nM), convert: 80.0 uM × 1,000 = **80,000 nM** **Answer: 80,000 nM**"
t_u20_CHEMBL2889_CHEMBL1303009.units_off.qwen3.6-35b-a3b.r0.11dffaa7,t_u20_CHEMBL2889_CHEMBL1303009,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,80000.0,80000.0,80.0,8,0,221815,27.69927930086851,False,s comes from the ChEMBL RDF database. The activity CHEMBL_ACT_11429017 reports an IC50 of 80.0 uM (raw units) which standardizes to 80000.0 nM (standard units).
t_u20_CHEMBL2889_CHEMBL1309895.units_on.qwen3.6-35b-a3b.r0.b4041370,t_u20_CHEMBL2889_CHEMBL1309895,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,29000.0,29000.0,29.0,1,0,35368,4.4683486726135015,False,"Converting to nanomolar: - 29.0 uM × 1,000 = **29,000 nM** **Answer: The IC50 of CHEMBL1309895 is 29,000 nM** (29.0 uM, as reported in the ChEMBL RDF database)."
t_u20_CHEMBL2889_CHEMBL1309895.units_off.qwen3.6-35b-a3b.r0.ae622fd9,t_u20_CHEMBL2889_CHEMBL1309895,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,29000.0,29000.0,29.0,4,0,92758,13.827377943322062,False," IC50 of compound CHEMBL1309895 is 29,000 nM (29.0 uM).** Source: ChEMBL RDF database (via SPARQL query against the ChEMBL activity data for target CHEMBL2889)."
t_u20_CHEMBL2889_CHEMBL1369623.units_on.qwen3.6-35b-a3b.r0.ede90baf,t_u20_CHEMBL2889_CHEMBL1369623,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35368,4.4447551518678665,False,".0** - **units: uM** To express this in nanomolar (nM), convert: - 1 uM = 1,000 nM - 80.0 uM = **80,000 nM** **Answer: The IC50 of CHEMBL1369623 is 80,000 nM.**"
t_u20_CHEMBL2889_CHEMBL1369623.units_off.qwen3.6-35b-a3b.r0.bc589b56,t_u20_CHEMBL2889_CHEMBL1369623,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,80000.0,80000.0,80.0,4,0,92707,12.886365896090865,False,"nM** This is confirmed by the `standardValue` of 80000.0 with `standardUnits` of ""nM"". **Answer: The IC50 of compound CHEMBL1369623 is 80,000 nM (or 80.0 uM).**"
t_u20_CHEMBL2889_CHEMBL374374.units_on.qwen3.6-35b-a3b.r0.cad21912,t_u20_CHEMBL2889_CHEMBL374374,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35447,4.950805185362697,False,"only uM values, so there are no IC50 measurements for this compound in nM units in this result set. The only available value is 80.0 uM, which equals 80,000 nM."
t_u20_CHEMBL2889_CHEMBL374374.units_off.qwen3.6-35b-a3b.r0.5a282b30,t_u20_CHEMBL2889_CHEMBL374374,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,80000.0,80000.0,80.0,7,0,153530,21.624868780374527,False,"tivity CHEMBL_ACT_11429021, which targets CHEMBL2889 (the target specified in the query). The activity has `standardUnits = ""nM""` and `standardValue = 80000.0`."
t_u20_CHEMBL2889_CHEMBL1888851.units_on.qwen3.6-35b-a3b.r0.6114f00d,t_u20_CHEMBL2889_CHEMBL1888851,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,33300.0,33300.0,33.3,1,0,35350,4.358771098777652,False,"appears in the results with: - **IC50 = 33.3 uM** Converting to nanomolar: - 33.3 uM × 1,000 = **33,300 nM** **Answer: The IC50 of CHEMBL1888851 is 33,300 nM.**"
t_u20_CHEMBL2889_CHEMBL1888851.units_off.qwen3.6-35b-a3b.r0.eb46b89f,t_u20_CHEMBL2889_CHEMBL1888851,qwen3.6-35b-a3b,units_off,False,True,False,treat,trap,33.3,33300.0,33.3,5,0,112360,16.363764636218548,False," the IC50 in **nanomolar (nM)**, the answer is: **33.3 nM** This is the IC50 value for compound CHEMBL1888851 against target CHEMBL2889, expressed in nanomolar."
t_u20_CHEMBL2889_CHEMBL1528973.units_on.qwen3.6-35b-a3b.r0.1b69729f,t_u20_CHEMBL2889_CHEMBL1528973,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35379,4.541364146396518,False,"M | To express this in nanomolar (nM), convert from micromolar: **80.0 uM = 80,000 nM** So the IC50 of CHEMBL1528973 against target CHEMBL2889 is **80,000 nM**."
t_u20_CHEMBL2889_CHEMBL1528973.units_off.qwen3.6-35b-a3b.r0.b13bc70c,t_u20_CHEMBL2889_CHEMBL1528973,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,80000.0,80000.0,80.0,5,0,112753,16.02209926582873,False,"* This is also confirmed by the `standardValue` field which is 80000.0 with `standardUnits` = ""nM"". **Answer: The IC50 of compound CHEMBL1528973 is 80,000 nM.**"
t_u20_CHEMBL2889_CHEMBL1424189.units_on.qwen3.6-35b-a3b.r0.2e530b54,t_u20_CHEMBL2889_CHEMBL1424189,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,12000.0,12000.0,12.0,1,0,35372,4.526176672428846,False,"---|---|---| | CHEMBL1424189 | 12.0 | uM | To express this in nanomolar (nM), we convert: **12.0 uM = 12,000 nM** So the IC50 of CHEMBL1424189 is **12,000 nM**."
t_u20_CHEMBL2889_CHEMBL1424189.units_off.qwen3.6-35b-a3b.r0.9c411c00,t_u20_CHEMBL2889_CHEMBL1424189,qwen3.6-35b-a3b,units_off,False,False,True,treat,trap,12.0,12000.0,12.0,10,2,240579,32.10331695713103,False,"eria (standardType ""IC50"" and units IN (""nM"", ""uM"")). Based on the ChEMBL RDF schema and the example in the MIE file, IC50 values are typically expressed in nM."
t_u20_CHEMBL2889_CHEMBL1609429.units_on.qwen3.6-35b-a3b.r0.fbe5391d,t_u20_CHEMBL2889_CHEMBL1609429,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,16200.0,16200.0,16.2,1,0,35375,4.487338483333588,False,"MBL1609429 | 16.2 | uM | To express this in nanomolar (nM), convert from micromolar: **16.2 uM × 1,000 = 16,200 nM** The IC50 of CHEMBL1609429 is **16,200 nM**."
t_u20_CHEMBL2889_CHEMBL1609429.units_off.qwen3.6-35b-a3b.r0.10840f4d,t_u20_CHEMBL2889_CHEMBL1609429,qwen3.6-35b-a3b,units_off,False,False,True,treat,trap,16.2,16200.0,16.2,4,0,94585,18.96230098977685,False,"s, so this answer is based on the filtered value from the query that restricted units to ""nM"" or ""uM"". The value 16.2 appears in the results for CHEMBL1609429.)"
t_u20_CHEMBL2889_CHEMBL602561.units_on.qwen3.6-35b-a3b.r0.13832419,t_u20_CHEMBL2889_CHEMBL602561,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,43600.0,43600.0,43.6,1,0,35335,4.316658072173595,False,"lts with: - **IC50 = 43.6 uM** To express this in nanomolar (nM), multiply by 1,000: **43.6 uM = 43,600 nM** The IC50 of compound CHEMBL602561 is **43,600 nM**."
t_u20_CHEMBL2889_CHEMBL602561.units_off.qwen3.6-35b-a3b.r0.7f89dca1,t_u20_CHEMBL2889_CHEMBL602561,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,43600.0,43600.0,43.6,9,0,236382,33.934828063473105,False," `cco:value` of 43.6, and the question asks for the IC50 ""expressed in nanomolar (nM)"". Given that the standard value is 43600.0 nM, the answer is: **43600 nM**"
t_u20_CHEMBL2889_CHEMBL1449037.units_on.qwen3.6-35b-a3b.r0.5da7fce6,t_u20_CHEMBL2889_CHEMBL1449037,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35443,4.876176875084639,False,"did return uM values, but there were no rows with units of ""nM"" in the result set. The only IC50 value for CHEMBL1449037 in this dataset is 80.0 µM = 80,000 nM."
t_u20_CHEMBL2889_CHEMBL1449037.units_off.qwen3.6-35b-a3b.r0.08df9d04,t_u20_CHEMBL2889_CHEMBL1449037,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,80000.0,80000.0,80.0,10,2,281990,35.21651917695999,False,"t: 1 uM = 1000 nM 80.0 uM × 1000 = **80,000 nM** The IC50 of compound CHEMBL1449037 against target CHEMBL2889 is **80,000 nM** (80.0 uM converted to nanomolar)."
t_u20_CHEMBL2889_CHEMBL1300209.units_on.qwen3.6-35b-a3b.r0.a190643b,t_u20_CHEMBL2889_CHEMBL1300209,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35361,4.438539696857333,False,"ue | units | |---|---|---| | CHEMBL1300209 | 80.0 | uM | The IC50 is **80.0 uM**, which converts to **80,000 nM** (since 1 uM = 1,000 nM). **Answer: 80,000 nM**"
t_u20_CHEMBL2889_CHEMBL1300209.units_off.qwen3.6-35b-a3b.r0.b2697167,t_u20_CHEMBL2889_CHEMBL1300209,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,80000.0,80000.0,80.0,5,0,112182,15.03958041779697,False,"000 = **80,000 nM** This is confirmed by the `standardValue` of 80000.0 with `standardUnits` of nM. **Answer: The IC50 of compound CHEMBL1300209 is 80,000 nM.**"
t_u20_CHEMBL2889_CHEMBL1364708.units_on.qwen3.6-35b-a3b.r0.9c691974,t_u20_CHEMBL2889_CHEMBL1364708,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35350,4.404758000746369,False," | CHEMBL1364708 | 80.0 | uM | The IC50 of compound CHEMBL1364708 is **80.0 µM**, which converts to **80,000 nM** (since 1 µM = 1,000 nM). **Answer: 80,000 nM**"
t_u20_CHEMBL2889_CHEMBL1364708.units_off.qwen3.6-35b-a3b.r0.c7b89165,t_u20_CHEMBL2889_CHEMBL1364708,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,80000.0,80000.0,80.0,14,1,409251,49.92341497913003,False,"pound CHEMBL1364708 is 80,000 nM (or 80.0 uM).** This data comes from the ChEMBL database, specifically from bioactivity measurements against target CHEMBL2889."
t_u20_CHEMBL2889_CHEMBL1477924.units_on.qwen3.6-35b-a3b.r0.4a80b4d0,t_u20_CHEMBL2889_CHEMBL1477924,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35376,4.535875027999282,False," | CHEMBL1477924 | 80.0 | uM | To express this in nanomolar (nM), convert: - 80.0 uM × 1,000 = **80,000 nM** **Answer: The IC50 of CHEMBL1477924 is 80,000 nM.**"
t_u20_CHEMBL2889_CHEMBL1477924.units_off.qwen3.6-35b-a3b.r0.49a4db68,t_u20_CHEMBL2889_CHEMBL1477924,qwen3.6-35b-a3b,units_off,False,True,False,treat,trap,80.0,80000.0,80.0,3,0,73140,11.149672109633684,False,"477924 is 80.0 nM.** This value was retrieved from the ChEMBL database (RDF endpoint) via SPARQL query, filtering for IC50 activities against target CHEMBL2889."
t_u20_CHEMBL2889_CHEMBL1307301.units_on.qwen3.6-35b-a3b.r0.4531d7a2,t_u20_CHEMBL2889_CHEMBL1307301,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35381,5.077509813010693,False," | CHEMBL1307301 | 80.0 | uM | To express this in nanomolar (nM), convert: - 80.0 uM × 1,000 = **80,000 nM** **Answer: The IC50 of CHEMBL1307301 is 80,000 nM.**"
t_u20_CHEMBL2889_CHEMBL1307301.units_off.qwen3.6-35b-a3b.r0.9902e7cf,t_u20_CHEMBL2889_CHEMBL1307301,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,80000.0,80000.0,80.0,7,0,152245,21.058739587664604,False,"nM** This is confirmed by the `standardValue` of 80000.0 with `standardUnits` of ""nM"". **Answer: The IC50 of compound CHEMBL1307301 is 80,000 nM (or 80.0 uM).**"
t_u20_CHEMBL2889_CHEMBL2132017.units_on.qwen3.6-35b-a3b.r0.654b11cf,t_u20_CHEMBL2889_CHEMBL2132017,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,26600.0,26600.0,26.6,1,0,35350,4.38763084448874,False,"appears in the results with: - **IC50 = 26.6 uM** Converting to nanomolar: - 26.6 uM × 1,000 = **26,600 nM** **Answer: The IC50 of CHEMBL2132017 is 26,600 nM.**"
t_u20_CHEMBL2889_CHEMBL2132017.units_off.qwen3.6-35b-a3b.r0.0669a74c,t_u20_CHEMBL2889_CHEMBL2132017,qwen3.6-35b-a3b,units_off,False,False,True,treat,trap,26.6,26600.0,26.6,6,0,156779,22.144962538033724,False,"L endpoint, so this determination is based on the value magnitude being consistent with nM-range IC50 values. The source database is ChEMBL, target CHEMBL2889.)"
t_u20_CHEMBL2889_CHEMBL1982391.units_on.qwen3.6-35b-a3b.r0.6a699d07,t_u20_CHEMBL2889_CHEMBL1982391,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,18200.0,18200.0,18.2,1,0,35380,4.5282210279256105,False,"-| | CHEMBL1982391 | 18.2 | uM | To express this in nanomolar (nM), convert: **18.2 uM × 1,000 = 18,200 nM** **Answer: The IC50 of CHEMBL1982391 is 18,200 nM.**"
t_u20_CHEMBL2889_CHEMBL1982391.units_off.qwen3.6-35b-a3b.r0.dcd578de,t_u20_CHEMBL2889_CHEMBL1982391,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,18200.0,18200.0,18.2,17,0,532627,66.47819327004254,False,"8.2` from the original query is the raw value, not the standardized nM value. The standardized IC50 for CHEMBL1982391 against target CHEMBL2889 is **18200 nM**."
t_u20_CHEMBL2889_CHEMBL1399850.units_on.qwen3.6-35b-a3b.r0.10578d70,t_u20_CHEMBL2889_CHEMBL1399850,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35469,5.081369128078222,False,"M values were returned for this compound. The only available IC50 measurement in the ChEMBL RDF graph for CHEMBL1399850 is 80.0 uM, which converts to 80,000 nM."
t_u20_CHEMBL2889_CHEMBL1399850.units_off.qwen3.6-35b-a3b.r0.8e37e2f9,t_u20_CHEMBL2889_CHEMBL1399850,qwen3.6-35b-a3b,units_off,False,False,True,treat,trap,80.0,80000.0,80.0,12,1,312798,46.52075419202447,False,"ts IN (""nM"", ""uM"")`. Without the ability to retrieve the actual units, I'm reporting the value as it appeared in the results, assuming it's in nM as requested.)"
t_u20_CHEMBL2889_CHEMBL1438962.units_on.qwen3.6-35b-a3b.r0.3660b205,t_u20_CHEMBL2889_CHEMBL1438962,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35350,4.410070203244686,False,"appears in the results with: - **IC50 = 80.0 uM** Converting to nanomolar: - 80.0 uM × 1,000 = **80,000 nM** **Answer: The IC50 of CHEMBL1438962 is 80,000 nM.**"
t_u20_CHEMBL2889_CHEMBL1438962.units_off.qwen3.6-35b-a3b.r0.9ff2254b,t_u20_CHEMBL2889_CHEMBL1438962,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,80000.0,80000.0,80.0,8,0,172365,26.83618558011949,False,"expressed in nanomolar (nM)."" The returned row shows value 80.0, and we've confirmed the units are uM. Converting to nM: 80 uM = 80,000 nM. **Answer: 80000 nM**"
t_u20_CHEMBL2889_CHEMBL1387491.units_on.qwen3.6-35b-a3b.r0.3ae706ec,t_u20_CHEMBL2889_CHEMBL1387491,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35308,4.144013548269868,False,"and **CHEMBL1387491** appears in the results with: - **IC50 = 80.0 uM** To express this in nanomolar (nM): 80.0 uM × 1,000 = **80,000 nM** **Answer: 80,000 nM**"
t_u20_CHEMBL2889_CHEMBL1387491.units_off.qwen3.6-35b-a3b.r0.4db99ea7,t_u20_CHEMBL2889_CHEMBL1387491,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,80000.0,80000.0,80.0,9,1,192907,32.21454525180161,False," nM. To convert 80.0 uM to nM: - 1 uM = 1,000 nM - 80.0 uM = 80.0 × 1,000 = **80,000 nM** **Answer: The IC50 of compound CHEMBL1387491 is 80,000 nM (80.0 uM).**"
t_u20_CHEMBL2889_CHEMBL1347716.units_on.qwen3.6-35b-a3b.r0.3a5437c5,t_u20_CHEMBL2889_CHEMBL1347716,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35368,4.4680498000234365,False,"16 | 80.0 | uM | The IC50 for CHEMBL1347716 is **80.0 µM**. To express this in nanomolar (nM): - 1 µM = 1,000 nM - 80.0 µM = **80,000 nM** **Answer: 80,000 nM**"
t_u20_CHEMBL2889_CHEMBL1347716.units_off.qwen3.6-35b-a3b.r0.c276d764,t_u20_CHEMBL2889_CHEMBL1347716,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,80000.0,80000.0,80.0,8,0,174312,28.139304915443063,False,"y record CHEMBL_ACT_11429039 reports an IC50 of 80.0 uM, which converts to 80,000 nM. The `standardValue` field in the RDF directly provides this as 80000.0 nM."
t_u20_CHEMBL2889_CHEMBL84440.units_on.qwen3.6-35b-a3b.r0.237c1b8f,t_u20_CHEMBL2889_CHEMBL84440,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,80000.0,80000.0,80.0,1,0,35371,4.48173688352108,False,"---| | CHEMBL84440 | 80.0 | uM | To express this in nanomolar (nM), convert: - 80.0 uM × 1,000 = **80,000 nM** **Answer: The IC50 of CHEMBL84440 is 80,000 nM.**"
t_u20_CHEMBL2889_CHEMBL84440.units_off.qwen3.6-35b-a3b.r0.18d6541c,t_u20_CHEMBL2889_CHEMBL84440,qwen3.6-35b-a3b,units_off,False,False,True,treat,trap,80.0,80000.0,80.0,5,0,111812,14.790100878104568,False,"urned is **80.0**, the answer is: **80.0 nM** This is the IC50 value for compound CHEMBL84440 against target CHEMBL2889, as reported in the ChEMBL RDF database."
t_u20_CHEMBL2889_CHEMBL1587159.units_on.qwen3.6-35b-a3b.r0.090b404d,t_u20_CHEMBL2889_CHEMBL1587159,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,22400.0,22400.0,22.4,1,0,35350,4.394040506333113,False,"appears in the results with: - **IC50 = 22.4 uM** Converting to nanomolar: - 22.4 uM × 1,000 = **22,400 nM** **Answer: The IC50 of CHEMBL1587159 is 22,400 nM.**"
